sp1	sp2	true	method	dist	clade	portion
G000512915	G000702825	98.69942771	D2star	124.85689445364034	6	backbone
G000264055	G000023285	103.64391173	D2star	120.01469690385991	6	backbone
G000218235	G000429545	218.51149141	D2star	189.7515956477905	6	backbone
G000243275	G900116425	126.23563462	D2star	51.860682769973806	6	backbone
G000519105	G001801015	151.8524623	D2star	102.8005340970824	6	backbone
G000379185	G900107785	182.61845455	D2star	120.21092687594404	6	backbone
G001603405	G000969835	94.39255692	D2star	75.35621158088507	6	backbone
G000934685	G900155985	74.46830666	D2star	56.41054225906981	6	backbone
G000153485	G001314995	188.9352609	D2star	149.03889368393905	6	backbone
G001769315	G001683915	168.83275834	D2star	135.76270963512252	6	backbone
G000826645	G001481655	87.41279029	D2star	158.59005309222687	6	backbone
G001768485	G000769915	152.99105899	D2star	112.58025682512728	6	backbone
G000812875	G000518485	128.43305049999998	D2star	174.61011192115157	6	backbone
G900111495	G000422705	128.5298024	D2star	59.98226223390784	6	backbone
G000210575	G900115015	182.59432817	D2star	165.7045045232996	6	backbone
G000729985	G000621625	145.64665312	D2star	61.78679751696554	6	backbone
G000831385	G001438245	86.42574292	D2star	124.5720265112114	6	backbone
G000435735	G000436855	122.57586979	D2star	63.31426945875673	6	backbone
G000259075	G900095135	126.10914593	D2star	47.67529815516361	6	backbone
G000173675	G900091655	169.67705154	D2star	203.6554926186716	6	backbone
G000429125	G001768285	151.73119269	D2star	83.32415189622142	6	backbone
G000253275	G001660705	170.25554602	D2star	87.39202151638578	6	backbone
G000941055	G000498495	84.04823028	D2star	87.03523974896012	6	backbone
G000153385	G000519105	173.62980446	D2star	237.0759097392491	6	backbone
G000262545	G000307375	119.99983241	D2star	156.23306354117096	6	backbone
G001295265	G001310225	134.06252798999998	D2star	115.67645360056828	6	backbone
G000735135	G000431935	210.93920367000004	D2star	180.1759074929922	6	backbone
G000242095	G000799335	139.44361676	D2star	168.23208035690593	6	backbone
G000769825	G000213555	176.69856739000002	D2star	123.90306069728824	6	backbone
G000424605	G000152985	214.80401443	D2star	131.995317159712	6	backbone
G000613345	G000766805	203.94510249	D2star	103.68747127204216	6	backbone
G900115015	G000210575	182.59432817	D2star	165.7045045232996	6	backbone
G000520955	G000433355	192.5179199	D2star	211.15961663635457	6	backbone
G001553215	G900104295	136.48542214000005	D2star	150.62824496351817	6	backbone
G000744105	G001802265	133.56858963	D2star	139.54794119890437	6	backbone
G001768435	G001507325	189.1740918	D2star	97.58984787813264	6	backbone
G000060345	G001282625	190.5705465	D2star	81.51682925560571	6	backbone
G900111495	G000022605	141.79196439	D2star	109.6986865816533	6	backbone
G000238215	G000378745	130.58877195	D2star	190.73218803669957	6	backbone
G000431195	G001045465	205.36564207	D2star	160.3873412456337	6	backbone
G000023465	G001768485	168.07064945	D2star	105.96752975449692	6	backbone
G000154725	G900104295	185.73256847	D2star	181.3220689208472	6	backbone
G001295265	G000709555	139.99520408	D2star	115.15912003780105	6	backbone
G000378765	G000688375	227.8874525	D2star	159.79363408577697	6	backbone
G000426465	G000259075	170.45022118000003	D2star	45.9709405027409	6	backbone
G000301075	G001769275	167.78709853000004	D2star	146.6278293962577	6	backbone
G001896655	G001602775	44.92816007	D2star	77.7577988528692	6	backbone
G000287635	G900107785	130.08405504	D2star	117.2329140609628	6	backbone
G000258765	G000509405	87.53848919999999	D2star	74.63986068847571	6	backbone
G001865835	G000419685	72.60013929	D2star	241.2658656204545	6	backbone
G000220625	G000733475	82.55218287999999	D2star	100.2333777861523	6	backbone
G000755265	G001603385	183.14276849	D2star	187.57689928102863	6	backbone
G001413955	G001768205	163.51946442000002	D2star	96.72520956363697	6	backbone
G000769115	G001769315	165.2835996	D2star	154.19606263777496	6	backbone
G000373185	G000702825	68.26592267	us	70.550735	6	backbone
G001768155	G900111025	171.29971528000002	us	174.15242	6	backbone
G000012825	G000265385	168.19852919	us	165.61	6	backbone
G900119185	G000253275	83.22368647000002	us	83.10503	6	backbone
G000498475	G000755305	83.35098746	us	84.49119	6	backbone
G000380985	G001701115	112.4192525	us	114.415825	6	backbone
G000735695	G000436135	189.68456202	us	193.84766	6	backbone
G000179055	G001769635	176.23729262	us	173.0285	6	backbone
G001437985	G001310955	131.72551955	us	130.52054	6	backbone
G001768395	G000012825	94.03677376	us	97.59616	6	backbone
G900105105	G001314995	176.76425166	us	177.39626	6	backbone
G000434735	G900129665	178.74606454000002	us	176.71098	6	backbone
G001423985	G900115205	83.97807362	us	82.92665	6	backbone
G000429125	G001045465	130.29493305	us	126.855995	6	backbone
G000233435	G000758925	253.95369582	us	250.16745	6	backbone
G000746155	G000236405	233.30706686	us	235.29199	6	backbone
G000185845	G000768855	145.50748783	us	143.96507	6	backbone
G000213555	G001660705	119.09768407	us	115.349625	6	backbone
G000428565	G000146675	103.10423577	us	103.63573	6	backbone
G000827695	G000688335	86.24547901	us	88.68601	6	backbone
G001005305	G000769825	75.76426803000001	us	75.22489	6	backbone
G000023465	G000723505	179.75106959	us	175.27657	6	backbone
G000427365	G000798815	91.50155461	us	93.80624	6	backbone
G000433375	G000495935	182.41894583	us	181.12645	6	backbone
G000755305	G000372405	207.89528493	us	203.35136	6	backbone
G900095795	G001420285	189.71415066	us	190.84465	6	backbone
G000436035	G000744105	212.43896037	us	209.61864	6	backbone
G000260115	G000799465	63.38900035	us	60.21545	6	backbone
G000585355	G000686885	188.27570793	us	188.26306	6	backbone
G000212375	G000744835	211.25388334	us	211.43384	6	backbone
G001941205	G000768855	126.66173816	us	129.06299	6	backbone
G000435035	G001447995	207.92805659	us	209.22826	6	backbone
G000769935	G001768395	181.28359493	us	181.58221	6	backbone
G001747495	G000436135	179.93896219000004	us	178.64879	6	backbone
G000433955	G000688335	162.86966036	us	159.76797	6	backbone
G000686885	G001768205	164.31012837000003	us	168.48727	6	backbone
G000190595	G900102055	65.7096599	us	64.46667	6	backbone
G000011065	G001915415	154.06877796	us	152.82828	6	backbone
G000826645	G000287635	202.94595198	us	199.44534	6	backbone
G000757385	G000826645	79.07154169	us	76.879524	6	backbone
G001045465	G900112295	132.98548397	us	133.17525	6	backbone
G000512915	G000702825	98.69942771	us	99.949974	6	backbone
G000264055	G000023285	103.64391173	us	104.69783	6	backbone
G000218235	G000429545	218.51149141	us	217.78279	6	backbone
G000243275	G900116425	126.23563462	us	122.98825	6	backbone
G000519105	G001801015	151.8524623	us	146.7661	6	backbone
G000379185	G900107785	182.61845455	us	181.7127	6	backbone
G001603405	G000969835	94.39255692	us	93.00782	6	backbone
G000934685	G900155985	74.46830666	us	71.887314	6	backbone
G000153485	G001314995	188.9352609	us	188.22021	6	backbone
G001769315	G001683915	168.83275834	us	168.591	6	backbone
G000826645	G001481655	87.41279029	us	87.538376	6	backbone
G001768485	G000769915	152.99105899	us	153.9588	6	backbone
G000812875	G000518485	128.43305049999998	us	127.44351	6	backbone
G900111495	G000422705	128.5298024	us	125.84195	6	backbone
G000210575	G900115015	182.59432817	us	184.41531	6	backbone
G000729985	G000621625	145.64665312	us	142.6421	6	backbone
G000831385	G001438245	86.42574292	us	87.02363	6	backbone
G000435735	G000436855	122.57586979	us	121.27387	6	backbone
G000259075	G900095135	126.10914593	us	117.64994	6	backbone
G000173675	G900091655	169.67705154	us	172.07114	6	backbone
G000429125	G001768285	151.73119269	us	149.22289	6	backbone
G000253275	G001660705	170.25554602	us	171.02066	6	backbone
G000941055	G000498495	84.04823028	us	88.38472	6	backbone
G000153385	G000519105	173.62980446	us	174.42719	6	backbone
G000262545	G000307375	119.99983241	us	120.04717	6	backbone
G001295265	G001310225	134.06252798999998	us	133.75641	6	backbone
G000735135	G000431935	210.93920367000004	us	212.31938	6	backbone
G000242095	G000799335	139.44361676	us	139.51672	6	backbone
G000769825	G000213555	176.69856739000002	us	173.97183	6	backbone
G000424605	G000152985	214.80401443	us	216.72055	6	backbone
G000613345	G000766805	203.94510249	us	206.357	6	backbone
G900115015	G000210575	182.59432817	us	184.41531	6	backbone
G000520955	G000433355	192.5179199	us	196.45851	6	backbone
G001553215	G900104295	136.48542214000005	us	134.11842	6	backbone
G000744105	G001802265	133.56858963	us	135.65837	6	backbone
G001768435	G001507325	189.1740918	us	190.13945	6	backbone
G000060345	G001282625	190.5705465	us	189.82048	6	backbone
G900111495	G000022605	141.79196439	us	141.75061	6	backbone
G000238215	G000378745	130.58877195	us	128.56854	6	backbone
G000431195	G001045465	205.36564207	us	206.97748	6	backbone
G000023465	G001768485	168.07064945	us	175.05948	6	backbone
G000154725	G900104295	185.73256847	us	185.37653	6	backbone
G001295265	G000709555	139.99520408	us	142.28516	6	backbone
G000378765	G000688375	227.8874525	us	233.03476	6	backbone
G000426465	G000259075	170.45022118000003	us	170.67647	6	backbone
G000301075	G001769275	167.78709853000004	us	167.8552	6	backbone
G001896655	G001602775	44.92816007	us	43.944168	6	backbone
G000287635	G900107785	130.08405504	us	131.1626	6	backbone
G000258765	G000509405	87.53848919999999	us	90.07483	6	backbone
G001865835	G000419685	72.60013929	us	72.52139	6	backbone
G000220625	G000733475	82.55218287999999	us	82.36488	6	backbone
G000755265	G001603385	183.14276849	us	182.62456	6	backbone
G001413955	G001768205	163.51946442000002	us	161.98335	6	backbone
G000769115	G001769315	165.2835996	us	158.6551	6	backbone
G000471965	G001483385	150.00997077	D2star	150.11369875830894	6	queries
G000348805	G000430845	150.2634241	D2star	130.8792591934835	6	queries
G000797445	G001705175	93.69238006	D2star	62.09898156346302	6	queries
G000382125	G000436855	170.32460454	D2star	112.27643485130385	6	queries
G001280515	G001439205	86.49596122	D2star	60.58042916585746	6	queries
G000231275	G000518485	160.60280011	D2star	250.27739260551093	6	queries
G000224335	G000613805	174.3228793	D2star	195.1501497661504	6	queries
G900116115	G001941205	173.40279128	D2star	215.35012998907152	6	queries
G001865655	G000375645	219.3877302	D2star	259.460620816141	6	queries
G000220235	G001403595	113.23356638	D2star	123.2569512153408	6	queries
G000220585	G000737695	86.15275965000001	D2star	95.12080655324462	6	queries
G000235885	G000798815	142.02670599	D2star	160.228461864827	6	queries
G900089075	G001602775	194.87009115	D2star	120.2638866695463	6	queries
G001280505	G000434735	174.96633984	D2star	171.48659904164208	6	queries
G000423405	G000733945	56.30558253	D2star	97.2213592089633	6	queries
G900089075	G000435635	209.34330687	D2star	161.3110715403593	6	queries
G000224335	G000190535	161.08988914000005	D2star	152.8631482535331	6	queries
G000436435	G900128475	32.66022314	D2star	84.0170889851435	6	queries
G000318295	G000154205	176.26019047	D2star	156.47110387662528	6	queries
G000231275	G000614065	165.73834376	D2star	144.98663326609957	6	queries
G000382125	G001485415	83.5818023	D2star	205.97680399298497	6	queries
G000220585	G000190575	175.10920058	D2star	174.41834172116026	6	queries
G001800985	G000619985	183.5033164	D2star	186.3939447334079	6	queries
G001424585	G001485415	139.05450529	D2star	242.7281133953881	6	queries
G000348805	G000436035	249.63264616000004	D2star	208.19944290974465	6	queries
G000231275	G001314995	129.36962458	D2star	126.46854459368352	6	queries
G000235885	G001437955	179.24868689000002	D2star	220.3155287429161	6	queries
G900089075	G001439205	117.96724839	D2star	150.78099215769728	6	queries
G000235885	G001768155	166.27138033	D2star	182.56467292020943	6	queries
G001865655	G000433935	169.68897198000002	D2star	156.01174735106474	6	queries
G001280515	G000012845	155.41702049	D2star	183.0173397876308	6	queries
G000224335	G000242095	84.16187481000001	D2star	210.0173575090808	6	queries
G000423405	G001872995	147.7183398	D2star	109.03696789738098	6	queries
G001865655	G000341755	140.17792697	D2star	117.60864985978296	6	queries
G001865655	G000424985	47.3544647	D2star	65.46555202203128	6	queries
G000797445	G900141855	79.12691184	D2star	184.9461912177759	6	queries
G000426565	G000832075	155.92779626	D2star	183.91263903526465	6	queries
G000426565	G001705175	216.21183248	D2star	153.50312554885292	6	queries
G000382125	G001045435	120.44759353	D2star	80.79657606261512	6	queries
G000318295	G000236405	158.90600653	D2star	184.55428874511924	6	queries
G000220235	G000512915	116.92135263	D2star	131.6363055062399	6	queries
G000379665	G000242335	156.35777230000002	D2star	161.65112916243692	6	queries
G900130035	G001314975	163.73516511000005	D2star	161.4192210136102	6	queries
G001865655	G000473305	176.07107408000002	D2star	161.2954623380344	6	queries
G900116115	G001413925	86.99814955999999	D2star	117.19779335573185	6	queries
G000471965	G900113975	152.34133148	D2star	107.61207071372468	6	queries
G000436435	G000183135	90.53628984	D2star	63.30869474364072	6	queries
G001424585	G001603695	172.95390500000002	D2star	92.49009848999182	6	queries
G001800985	G001899155	126.80246365	D2star	73.98706154838904	6	queries
G001800985	G900111425	153.51695635	D2star	46.268128565576255	6	queries
G000797445	G000433575	176.80042207000002	D2star	181.03385614934865	6	queries
G000224335	G000768855	176.51290004000003	D2star	152.9289298919022	6	queries
G000768875	G001413955	196.64640123	D2star	262.3293692148481	6	queries
G001769705	G001915615	122.65636181000002	D2star	113.12992373556747	6	queries
G900089075	G001418015	114.49005726	D2star	128.49662595289388	6	queries
G000768875	G000433575	116.1661565	D2star	282.3899815598686	6	queries
G900130035	G000686885	85.43494683	D2star	66.4873973027989	6	queries
G000471965	G000285455	226.91240326	D2star	227.4405721327093	6	queries
G000981645	G000425645	128.94019208999998	D2star	132.79696119339656	6	queries
G001769705	G900102205	153.23811211000003	D2star	170.91686315678416	6	queries
G000426565	G000621125	212.30425957	D2star	154.89736179937108	6	queries
G001865655	G000943555	80.48545573999999	D2star	89.57173512675207	6	queries
G000426565	G000425645	212.60989292	D2star	160.23347910843142	6	queries
G001800985	G000436035	197.22295384	D2star	211.20811665786405	6	queries
G000348805	G000152985	159.37249763999998	D2star	164.03041757395692	6	queries
G000797445	G000736515	127.68628159	D2star	137.438468999	6	queries
G000379665	G000259075	101.05122979	D2star	110.61684216126282	6	queries
G000220235	G001027945	202.34111035	D2star	147.7098816002784	6	queries
G001800985	G000613505	196.3299972	D2star	139.3461365117042	6	queries
G001280505	G001769775	171.29707274999998	D2star	128.8004479267173	6	queries
G000220235	G000333355	227.74385686000005	D2star	139.2296249657793	6	queries
G000379665	G000341755	156.73103917000003	D2star	176.32600923386448	6	queries
G000220585	G001768355	149.84456428	D2star	137.83260135770308	6	queries
G000231275	G000238215	126.13058441	D2star	47.64296480749066	6	queries
G000981645	G900104605	154.93734091	D2star	249.25777721078973	6	queries
G000220585	G000769435	71.16388461	D2star	149.97879065250112	6	queries
G001280515	G000943555	46.29285317	D2star	109.3134737671359	6	queries
G000231275	G000737775	180.3757829	D2star	169.48694872952345	6	queries
G001769705	G000220255	173.99861564000005	D2star	167.26207992671735	6	queries
G000768875	G000769075	33.59166575	D2star	64.91142533949827	6	queries
G000348805	G001701115	226.61458988	D2star	191.82092989885945	6	queries
G001438125	G000220625	95.85136208	D2star	106.31706439227176	6	queries
G000382125	G000190575	172.73872859	D2star	120.51363390674427	6	queries
G000231275	G001769625	136.18593207000004	D2star	156.08254623303827	6	queries
G000382125	G000812865	125.01617573	D2star	90.4062699796212	6	queries
G000981645	G000435735	144.92163476000002	D2star	212.5555253014076	6	queries
G000220235	G000737665	225.59733608000005	D2star	130.87201206383267	6	queries
G000426565	G000473305	172.67219996	D2star	120.19197284454954	6	queries
G000797445	G900113975	136.13555275	D2star	135.02294493922582	6	queries
G000430525	G001768205	161.91357556000003	D2star	118.51063876555602	6	queries
G000797445	G900155985	79.40989859000001	D2star	70.89588201655248	6	queries
G000430525	G000611675	222.40301363000003	D2star	115.6379880662677	6	queries
G000768875	G001701295	140.94249329	D2star	237.46168002527813	6	queries
G001865655	G900112275	199.85282371	D2star	168.38036777899222	6	queries
G000220235	G900129005	216.46252452	D2star	147.4763010369169	6	queries
G000471965	G001483385	150.00997077	us	139.23457	6	queries
G000348805	G000430845	150.2634241	us	142.56018	6	queries
G000797445	G001705175	93.69238006	us	81.84019	6	queries
G000382125	G000436855	170.32460454	us	155.6048	6	queries
G001280515	G001439205	86.49596122	us	73.00614	6	queries
G000231275	G000518485	160.60280011	us	129.17314	6	queries
G000224335	G000613805	174.3228793	us	154.60114	6	queries
G900116115	G001941205	173.40279128	us	183.37263	6	queries
G001865655	G000375645	219.3877302	us	219.17831	6	queries
G000220235	G001403595	113.23356638	us	115.57923	6	queries
G000220585	G000737695	86.15275965000001	us	91.79472	6	queries
G000235885	G000798815	142.02670599	us	128.65694	6	queries
G900089075	G001602775	194.87009115	us	194.73444	6	queries
G001280505	G000434735	174.96633984	us	179.93742	6	queries
G000423405	G000733945	56.30558253	us	76.97503	6	queries
G900089075	G000435635	209.34330687	us	216.92279	6	queries
G000224335	G000190535	161.08988914000005	us	154.5099	6	queries
G000436435	G900128475	32.66022314	us	34.56954	6	queries
G000318295	G000154205	176.26019047	us	176.954	6	queries
G000231275	G000614065	165.73834376	us	163.28662	6	queries
G000382125	G001485415	83.5818023	us	70.2561	6	queries
G000220585	G000190575	175.10920058	us	189.93697	6	queries
G001800985	G000619985	183.5033164	us	180.69084	6	queries
G001424585	G001485415	139.05450529	us	138.53152	6	queries
G000348805	G000436035	249.63264616000004	us	254.43958	6	queries
G000231275	G001314995	129.36962458	us	113.81789	6	queries
G000235885	G001437955	179.24868689000002	us	165.83623	6	queries
G900089075	G001439205	117.96724839	us	113.595406	6	queries
G000235885	G001768155	166.27138033	us	153.16118	6	queries
G001865655	G000433935	169.68897198000002	us	167.79437	6	queries
G001280515	G000012845	155.41702049	us	146.83513	6	queries
G000224335	G000242095	84.16187481000001	us	88.002205	6	queries
G000423405	G001872995	147.7183398	us	162.1312	6	queries
G001865655	G000341755	140.17792697	us	138.90776	6	queries
G001865655	G000424985	47.3544647	us	48.502594	6	queries
G000797445	G900141855	79.12691184	us	70.82858	6	queries
G000426565	G000832075	155.92779626	us	149.26602	6	queries
G000426565	G001705175	216.21183248	us	200.02425	6	queries
G000382125	G001045435	120.44759353	us	111.34225	6	queries
G000318295	G000236405	158.90600653	us	158.94307	6	queries
G000220235	G000512915	116.92135263	us	120.84974	6	queries
G000379665	G000242335	156.35777230000002	us	163.56975	6	queries
G900130035	G001314975	163.73516511000005	us	161.4891	6	queries
G001865655	G000473305	176.07107408000002	us	182.61401	6	queries
G900116115	G001413925	86.99814955999999	us	81.19136	6	queries
G000471965	G900113975	152.34133148	us	136.754	6	queries
G000436435	G000183135	90.53628984	us	93.48898	6	queries
G001424585	G001603695	172.95390500000002	us	172.3331	6	queries
G001800985	G001899155	126.80246365	us	127.48047	6	queries
G001800985	G900111425	153.51695635	us	155.30688	6	queries
G000797445	G000433575	176.80042207000002	us	173.6566	6	queries
G000224335	G000768855	176.51290004000003	us	168.34749	6	queries
G000768875	G001413955	196.64640123	us	269.1025	6	queries
G001769705	G001915615	122.65636181000002	us	120.44663	6	queries
G900089075	G001418015	114.49005726	us	107.24916	6	queries
G000768875	G000433575	116.1661565	us	195.88269	6	queries
G900130035	G000686885	85.43494683	us	87.289764	6	queries
G000471965	G000285455	226.91240326	us	209.19336	6	queries
G000981645	G000425645	128.94019208999998	us	121.50873	6	queries
G001769705	G900102205	153.23811211000003	us	151.11281	6	queries
G000426565	G000621125	212.30425957	us	186.9039	6	queries
G001865655	G000943555	80.48545573999999	us	81.643875	6	queries
G000426565	G000425645	212.60989292	us	188.18335	6	queries
G001800985	G000436035	197.22295384	us	195.74902	6	queries
G000348805	G000152985	159.37249763999998	us	155.8105	6	queries
G000797445	G000736515	127.68628159	us	121.11372	6	queries
G000379665	G000259075	101.05122979	us	107.25525	6	queries
G000220235	G001027945	202.34111035	us	208.65196	6	queries
G001800985	G000613505	196.3299972	us	199.00862	6	queries
G001280505	G001769775	171.29707274999998	us	167.52905	6	queries
G000220235	G000333355	227.74385686000005	us	228.46709	6	queries
G000379665	G000341755	156.73103917000003	us	157.84427	6	queries
G000220585	G001768355	149.84456428	us	164.46143	6	queries
G000231275	G000238215	126.13058441	us	110.77955	6	queries
G000981645	G900104605	154.93734091	us	176.89503	6	queries
G000220585	G000769435	71.16388461	us	78.66673	6	queries
G001280515	G000943555	46.29285317	us	41.13217	6	queries
G000231275	G000737775	180.3757829	us	153.45851	6	queries
G001769705	G000220255	173.99861564000005	us	179.9753	6	queries
G000768875	G000769075	33.59166575	us	87.07755	6	queries
G000348805	G001701115	226.61458988	us	238.00468	6	queries
G001438125	G000220625	95.85136208	us	101.29598	6	queries
G000382125	G000190575	172.73872859	us	152.39963	6	queries
G000231275	G001769625	136.18593207000004	us	120.35152	6	queries
G000382125	G000812865	125.01617573	us	115.51115	6	queries
G000981645	G000435735	144.92163476000002	us	158.59355	6	queries
G000220235	G000737665	225.59733608000005	us	226.04604	6	queries
G000426565	G000473305	172.67219996	us	161.51656	6	queries
G000797445	G900113975	136.13555275	us	134.67177	6	queries
G000430525	G001768205	161.91357556000003	us	132.44818	6	queries
G000797445	G900155985	79.40989859000001	us	70.74608	6	queries
G000430525	G000611675	222.40301363000003	us	193.94435	6	queries
G000768875	G001701295	140.94249329	us	213.45471	6	queries
G001865655	G900112275	199.85282371	us	201.81018	6	queries
G000220235	G900129005	216.46252452	us	222.79005	6	queries
G000300335	G000735605	113.81170136	D2star	19.62885796891121	7	backbone
G001952065	G000473125	151.20938206	D2star	173.19906060495396	7	backbone
G001202015	G900109035	89.96901418000002	D2star	150.04610877605916	7	backbone
G000710935	G001314325	127.3890823	D2star	158.65271756724906	7	backbone
G001425835	G001641695	40.614639370000006	D2star	16.754274926045394	7	backbone
G000712315	G001305515	156.31569380000002	D2star	119.53090965910717	7	backbone
G000513975	G000314675	168.69857482	D2star	59.78144797902444	7	backbone
G000170875	G001705425	175.78964481	D2star	50.58140561632975	7	backbone
G000751295	G000715505	142.38674449	D2star	84.11856768519539	7	backbone
G001430705	G000740795	222.08482852	D2star	214.810941152228	7	backbone
G001644385	G900142425	152.67828680000002	D2star	107.32550482875972	7	backbone
G000239815	G000427665	159.94673912000002	D2star	62.03047618815707	7	backbone
G001310255	G001296055	181.92093965	D2star	94.96961593377098	7	backbone
G000429005	G001627375	214.11712527	D2star	232.65038838477423	7	backbone
G001418005	G000963965	178.07841185	D2star	330.5190157162989	7	backbone
G900110425	G000300235	156.16104036000002	D2star	73.81007184904858	7	backbone
G001440475	G000385395	159.85331497	D2star	269.15930706291084	7	backbone
G001510075	G001010945	189.46652246	D2star	130.06884308259947	7	backbone
G000023765	G900107025	215.4201765	D2star	220.35253370305523	7	backbone
G000383095	G000513975	169.46268607000002	D2star	55.944914110390926	7	backbone
G000144605	G000014245	160.43750379	D2star	95.585723337437	7	backbone
G000183665	G900129875	224.6949462	D2star	228.165558368603	7	backbone
G000331285	G000376125	210.31426583	D2star	39.1737687735113	7	backbone
G000009985	G000420265	151.90472209	D2star	93.42496111778904	7	backbone
G000968085	G000714545	216.72568275	D2star	219.10344848488896	7	backbone
G001746755	G000412185	148.09816435000005	D2star	135.30406897267716	7	backbone
G000964385	G001482405	185.3354407	D2star	123.87402822427087	7	backbone
G001475935	G000428525	158.2219141	D2star	187.68197089792224	7	backbone
G000372845	G000472185	169.09963875	D2star	184.00354651962712	7	backbone
G000746085	G000420625	151.68885396000002	D2star	128.6874938434929	7	backbone
G000436195	G001418005	179.82468808000002	D2star	237.2560105425185	7	backbone
G000568555	G000938305	135.367164	D2star	20.64614374221517	7	backbone
G001404055	G000423805	156.13823159	D2star	141.93144116479542	7	backbone
G000220565	G001421665	172.41196297	D2star	75.86016417362399	7	backbone
G900099935	G001296945	222.5159977	D2star	214.4276454180743	7	backbone
G000382705	G000299935	146.64840037000002	D2star	87.15726608465657	7	backbone
G000513975	G000331225	162.65174732000003	D2star	57.28813622101217	7	backbone
G000938305	G000153705	136.20837776000002	D2star	38.15418862433389	7	backbone
G001458315	G000383415	141.41972224	D2star	137.00393156833402	7	backbone
G000153705	G900111875	173.49351097	D2star	61.361733102688255	7	backbone
G000622425	G000607245	214.71491253	D2star	143.859391714931	7	backbone
G900108575	G001315015	151.11897125000002	D2star	65.07133400020503	7	backbone
G000420305	G000425365	161.49727320000002	D2star	105.15057146401102	7	backbone
G000613285	G000279995	222.86341775	D2star	140.28826314954156	7	backbone
G000341385	G000739895	205.47297873	D2star	267.15510225580454	7	backbone
G000420145	G000152845	85.84580938	D2star	88.7984196506103	7	backbone
G001476695	G000968085	239.73472925	D2star	246.46792967444048	7	backbone
G001235865	G000701585	196.5357115	D2star	59.874977536689386	7	backbone
G000016285	G000218565	135.92834993999998	D2star	67.26334022071798	7	backbone
G000376545	G000981545	158.77481475	D2star	74.15422823006683	7	backbone
G001296025	G000740785	202.0439299	D2star	61.50702108079263	7	backbone
G000376805	G000231445	193.57477459	D2star	231.9998653430064	7	backbone
G000757525	G000153465	89.82563212	D2star	30.750845015484504	7	backbone
G000154705	G000739695	118.89224664	D2star	73.43217464636186	7	backbone
G000293845	G000590925	143.26289536000002	D2star	185.1109202867858	7	backbone
G001421785	G000382705	167.0284217	D2star	60.00042591165271	7	backbone
G000688515	G000293845	119.72453806	D2star	192.63512351885163	7	backbone
G001296005	G000709755	197.13277745	D2star	212.0252989152802	7	backbone
G000152865	G900115595	193.06544414	D2star	59.445591840136615	7	backbone
G000829355	G000253295	188.71417555	D2star	223.24547175290868	7	backbone
G000427665	G001787335	153.34439673999998	D2star	144.46875095426333	7	backbone
G001202025	G000469155	150.28267888	D2star	97.0979869646172	7	backbone
G000382645	G000420625	194.32167493000003	D2star	202.31604007196515	7	backbone
G000600975	G000686005	165.95720341999998	D2star	67.15199550921207	7	backbone
G001458395	G900100005	56.94535116	D2star	57.613397741896094	7	backbone
G001427825	G001414235	213.27790196	D2star	285.49121438331053	7	backbone
G000686005	G000436195	192.83384961	D2star	157.57840980532538	7	backbone
G000342165	G000425365	130.4525641	D2star	98.64399141346588	7	backbone
G001293565	G001315015	152.57060346	D2star	172.263090211871	7	backbone
G000381985	G000183665	210.76511604	D2star	221.38770211184348	7	backbone
G001720135	G000294655	143.96878358	D2star	73.31880548555584	7	backbone
G000803645	G000278275	198.17164125	D2star	214.76437881832547	7	backbone
G001408515	G001746755	160.72077970000004	D2star	160.9902816924397	7	backbone
G000622145	G000742475	219.54849584000004	D2star	252.6782653107366	7	backbone
G000763785	G001422215	171.91084887	D2star	50.510212482609305	7	backbone
G000017645	G000161755	171.69790683999997	D2star	48.90907553115437	7	backbone
G000374005	G000434135	170.51572127	D2star	125.24053150184336	7	backbone
G000812685	G000511355	70.75473928000001	D2star	86.21454752723992	7	backbone
G000333335	G000981545	148.55708929	D2star	76.57614440942864	7	backbone
G000308295	G000743705	175.53233097	D2star	76.69086320310139	7	backbone
G000828475	G000183665	170.28338148	D2star	242.0391094222389	7	backbone
G001404515	G001426665	107.60496016	D2star	34.7643157529474	7	backbone
G000745735	G900107355	177.53577575999998	D2star	128.1334695516968	7	backbone
G000152625	G000428765	157.06650082	D2star	79.2086033160016	7	backbone
G001430705	G000374145	201.53076152	D2star	234.13228527245283	7	backbone
G000372965	G000737065	160.63086927	D2star	59.83401617918389	7	backbone
G000709755	G000428525	191.9031694	D2star	141.95843382213016	7	backbone
G001932215	G000744895	235.21318007	D2star	230.55373372629637	7	backbone
G000968135	G000819565	160.72124036000002	D2star	114.62296973921347	7	backbone
G000935205	G000744465	149.65068241	D2star	59.47231457089804	7	backbone
G000333335	G000620605	168.67267579999998	D2star	186.29927202594888	7	backbone
G000384335	G000768315	158.98547922	D2star	90.02658555934211	7	backbone
G000014285	G001510185	151.83918526	D2star	107.32415519589298	7	backbone
G000963705	G000466965	161.79472653000002	D2star	106.375363290576	7	backbone
G000385395	G001026905	188.88467600000004	D2star	104.32864504816742	7	backbone
G000300335	G000735605	113.81170136	us	112.481	7	backbone
G001952065	G000473125	151.20938206	us	150.14867	7	backbone
G001202015	G900109035	89.96901418000002	us	90.705414	7	backbone
G000710935	G001314325	127.3890823	us	125.75531	7	backbone
G001425835	G001641695	40.614639370000006	us	43.094563	7	backbone
