genome count pl_error ratio cond
G900540455 9696 0 0.1267 Unchunked_Claded
G900540665 9696 1 0.1268 Unchunked_Claded
G900540685 9696 0 0.1267 Unchunked_Claded
G900540735 9696 0 0.1267 Unchunked_Claded
G900541275 9696 0 0.1267 Unchunked_Claded
G900541415 9696 0 0.1267 Unchunked_Claded
G900541585 9696 0 0.1267 Unchunked_Claded
G900541775 9696 2 0.1269 Unchunked_Claded
G900541895 9696 1 0.1268 Unchunked_Claded
G900541915 9696 2 0.1269 Unchunked_Claded
G900542505 9696 3 0.127 Unchunked_Claded
G900542525 9696 0 0.1267 Unchunked_Claded
G900542795 9696 2 0.1269 Unchunked_Claded
G900542835 9696 2 0.1269 Unchunked_Claded
G900542875 9696 2 0.1269 Unchunked_Claded
G900543155 9696 1 0.1268 Unchunked_Claded
G900543315 9696 3 0.127 Unchunked_Claded
G900543365 9696 2 0.1269 Unchunked_Claded
G900543425 9696 0 0.1267 Unchunked_Claded
G900543445 9696 3 0.127 Unchunked_Claded
G900543485 9696 1 0.1268 Unchunked_Claded
G900543715 9696 2 0.1269 Unchunked_Claded
G900544025 9696 0 0.1267 Unchunked_Claded
G900544075 9696 0 0.1267 Unchunked_Claded
G900544175 9696 1 0.1268 Unchunked_Claded
G900544195 9696 0 0.1267 Unchunked_Claded
G900544275 9696 0 0.1267 Unchunked_Claded
G900544285 9696 0 0.1267 Unchunked_Claded
G900544365 9696 0 0.1267 Unchunked_Claded
G900544475 9696 2 0.1269 Unchunked_Claded
G900544795 9696 0 0.1267 Unchunked_Claded
G900544885 9696 3 0.127 Unchunked_Claded
G900544955 9696 2 0.1269 Unchunked_Claded
G900545025 9696 0 0.1267 Unchunked_Claded
G900545315 9696 5 0.1272 Unchunked_Claded
G900545365 9696 3 0.127 Unchunked_Claded
G900545535 9696 0 0.1267 Unchunked_Claded
G900545725 9696 2 0.1269 Unchunked_Claded
G900545775 9696 1 0.1268 Unchunked_Claded
G900546005 9696 2 0.1269 Unchunked_Claded
G900546095 9696 1 0.1268 Unchunked_Claded
G900546355 9696 0 0.1267 Unchunked_Claded
G900546435 9696 5 0.1272 Unchunked_Claded
G900546665 9696 6 0.1273 Unchunked_Claded
G900546675 9696 0 0.1267 Unchunked_Claded
G900547815 9696 0 0.1267 Unchunked_Claded
G900548215 9696 1 0.1268 Unchunked_Claded
G900548315 9696 1 0.1268 Unchunked_Claded
G900548345 9696 1 0.1268 Unchunked_Claded
G900548415 9696 0 0.1267 Unchunked_Claded
G900548535 9696 0 0.1267 Unchunked_Claded
G900548585 9696 3 0.127 Unchunked_Claded
G900548635 9696 0 0.1267 Unchunked_Claded
G900548825 9696 1 0.1268 Unchunked_Claded
G900549585 9696 4 0.1271 Unchunked_Claded
G900549875 9696 0 0.1267 Unchunked_Claded
G900549895 9696 2 0.1269 Unchunked_Claded
G900550175 9696 0 0.1267 Unchunked_Claded
G900550345 9696 0 0.1267 Unchunked_Claded
G900550455 9696 5 0.1272 Unchunked_Claded
G900550635 9696 6 0.1273 Unchunked_Claded
G900550755 9696 0 0.1267 Unchunked_Claded
G900550815 9696 1 0.1268 Unchunked_Claded
G900550865 9696 0 0.1267 Unchunked_Claded
G900551055 9696 0 0.1267 Unchunked_Claded
G900551225 9696 0 0.1267 Unchunked_Claded
G900551435 9696 1 0.1268 Unchunked_Claded
G900551465 9696 2 0.1269 Unchunked_Claded
G900551665 9696 0 0.1267 Unchunked_Claded
G900551745 9696 0 0.1267 Unchunked_Claded
G900551755 9696 12 0.1279 Unchunked_Claded
G900552005 9696 2 0.1269 Unchunked_Claded
G900552075 9696 0 0.1267 Unchunked_Claded
G900552415 9696 1 0.1268 Unchunked_Claded
G900552445 9696 0 0.1267 Unchunked_Claded
G900552565 9696 1 0.1268 Unchunked_Claded
G900552675 9696 4 0.1271 Unchunked_Claded
G900552795 9696 1 0.1268 Unchunked_Claded
G900552865 9696 0 0.1267 Unchunked_Claded
G900552885 9696 0 0.1267 Unchunked_Claded
G900553015 9696 1 0.1268 Unchunked_Claded
G900553515 9696 2 0.1269 Unchunked_Claded
G900553595 9696 1 0.1268 Unchunked_Claded
G900553605 9696 1 0.1268 Unchunked_Claded
G900553655 9696 0 0.1267 Unchunked_Claded
G900553755 9696 0 0.1267 Unchunked_Claded
G900553865 9696 1 0.1268 Unchunked_Claded
G900553965 9696 3 0.127 Unchunked_Claded
G900554215 9696 0 0.1267 Unchunked_Claded
G900554545 9696 0 0.1267 Unchunked_Claded
G900554555 9696 1 0.1268 Unchunked_Claded
G900554815 9696 1 0.1268 Unchunked_Claded
G900554975 9696 1 0.1268 Unchunked_Claded
G900555125 9696 1 0.1268 Unchunked_Claded
G900555455 9696 0 0.1267 Unchunked_Claded
G900555465 9696 0 0.1267 Unchunked_Claded
G900555495 9696 0 0.1267 Unchunked_Claded
G900555585 9696 1 0.1268 Unchunked_Claded
G900555625 9696 4 0.1271 Unchunked_Claded
G900555725 9696 3 0.127 Unchunked_Claded
G900556285 9696 2 0.1269 Unchunked_Claded
G900556485 9696 1 0.1268 Unchunked_Claded
G900556555 9696 3 0.127 Unchunked_Claded
G900556675 9696 2 0.1269 Unchunked_Claded
G900556785 9696 0 0.1267 Unchunked_Claded
G900556915 9696 0 0.1267 Unchunked_Claded
G900556925 9696 3 0.127 Unchunked_Claded
G900557045 9696 0 0.1267 Unchunked_Claded
G900557275 9696 1 0.1268 Unchunked_Claded
G900557315 9696 0 0.1267 Unchunked_Claded
G900557435 9696 0 0.1267 Unchunked_Claded
G900618065 9696 0 0.1267 Unchunked_Claded
G902168085 9696 0 0.1267 Unchunked_Claded
G902168105 9696 0 0.1267 Unchunked_Claded
G902168205 9696 4 0.1271 Unchunked_Claded
G902373285 9696 0 0.1267 Unchunked_Claded
G902373375 9696 1 0.1268 Unchunked_Claded
G902373425 9696 0 0.1267 Unchunked_Claded
G902373435 9696 0 0.1267 Unchunked_Claded
G902388365 9696 5 0.1272 Unchunked_Claded
G902388455 9696 1 0.1268 Unchunked_Claded
G902388705 9696 1 0.1268 Unchunked_Claded
G902406195 9696 0 0.1267 Unchunked_Claded
G902510995 9696 12 0.1279 Unchunked_Claded
G902519215 9696 0 0.1267 Unchunked_Claded
G902519845 9696 0 0.1267 Unchunked_Claded
G902521955 9696 0 0.1267 Unchunked_Claded
G902526805 9696 1 0.1268 Unchunked_Claded
G902527555 9696 12 0.1279 Unchunked_Claded
G902529115 9696 4 0.1271 Unchunked_Claded
G902555055 9696 0 0.1267 Unchunked_Claded
G902584065 9696 9 0.1276 Unchunked_Claded
G902605755 9696 1 0.1268 Unchunked_Claded
G902610815 9696 0 0.1267 Unchunked_Claded
G902613625 9696 1 0.1268 Unchunked_Claded
G902619825 9696 0 0.1267 Unchunked_Claded
G902626505 9696 10 0.1277 Unchunked_Claded
G000183865 9696 5 0.1272 Chunked_Uncladed
G000286355 9696 3 0.127 Chunked_Uncladed
G000340945 9696 1 0.1268 Chunked_Uncladed
G000445185 9696 0 0.1267 Chunked_Uncladed
G000508305 9696 3 0.127 Chunked_Uncladed
G000523715 9696 0 0.1267 Chunked_Uncladed
G000690595 9696 1 0.1268 Chunked_Uncladed
G000715615 9696 0 0.1267 Chunked_Uncladed
G000715635 9696 4 0.1271 Chunked_Uncladed
G000715685 9696 3 0.127 Chunked_Uncladed
G000715915 9696 0 0.1267 Chunked_Uncladed
G000720845 9696 1 0.1268 Chunked_Uncladed
G000741495 9696 0 0.1267 Chunked_Uncladed
G000753835 9696 1 0.1268 Chunked_Uncladed
G001311865 9696 1 0.1268 Chunked_Uncladed
G001312405 9696 1 0.1268 Chunked_Uncladed
G001312425 9696 1 0.1268 Chunked_Uncladed
G001312525 9696 1 0.1268 Chunked_Uncladed
G001465115 9696 2 0.1269 Chunked_Uncladed
G001517445 9696 0 0.1267 Chunked_Uncladed
G001622165 9696 0 0.1267 Chunked_Uncladed
G001700545 9696 8 0.1275 Chunked_Uncladed
G001896575 9696 5 0.1272 Chunked_Uncladed
G001897105 9696 4 0.1271 Chunked_Uncladed
G001897945 9696 5 0.1272 Chunked_Uncladed
G001898175 9696 4 0.1271 Chunked_Uncladed
G001898185 9696 1 0.1268 Chunked_Uncladed
G001898255 9696 2 0.1269 Chunked_Uncladed
G001898325 9696 3 0.127 Chunked_Uncladed
G001898785 9696 1 0.1268 Chunked_Uncladed
G001898805 9696 0 0.1267 Chunked_Uncladed
G001899645 9696 0 0.1267 Chunked_Uncladed
G001938995 9696 1 0.1268 Chunked_Uncladed
G001940925 9696 11 0.1278 Chunked_Uncladed
G002009475 9696 0 0.1267 Chunked_Uncladed
G002067065 9696 2 0.1269 Chunked_Uncladed
G002067205 9696 2 0.1269 Chunked_Uncladed
G002067265 9696 1 0.1268 Chunked_Uncladed
G002067275 9696 1 0.1268 Chunked_Uncladed
G002067325 9696 3 0.127 Chunked_Uncladed
G002067515 9696 2 0.1269 Chunked_Uncladed
G002067705 9696 0 0.1267 Chunked_Uncladed
G002102225 9696 1 0.1268 Chunked_Uncladed
G002159075 9696 3 0.127 Chunked_Uncladed
G002162835 9696 0 0.1267 Chunked_Uncladed
G002167805 9696 16 0.1283 Chunked_Uncladed
G002189105 9696 1 0.1268 Chunked_Uncladed
G002257455 9696 1 0.1268 Chunked_Uncladed
G002279095 9696 1 0.1268 Chunked_Uncladed
G002293535 9696 4 0.1271 Chunked_Uncladed
G002296885 9696 1 0.1268 Chunked_Uncladed
G002297185 9696 0 0.1267 Chunked_Uncladed
G002299275 9696 0 0.1267 Chunked_Uncladed
G002299545 9696 6 0.1273 Chunked_Uncladed
G002299885 9696 4 0.1271 Chunked_Uncladed
G002305965 9696 4 0.1271 Chunked_Uncladed
G002306375 9696 3 0.127 Chunked_Uncladed
G002307035 9696 0 0.1267 Chunked_Uncladed
G002307115 9696 0 0.1267 Chunked_Uncladed
G002307215 9696 5 0.1272 Chunked_Uncladed
G002308155 9696 3 0.127 Chunked_Uncladed
G002308595 9696 6 0.1273 Chunked_Uncladed
G002309375 9696 8 0.1275 Chunked_Uncladed
G002310155 9696 0 0.1267 Chunked_Uncladed
G002314325 9696 7 0.1274 Chunked_Uncladed
G002315655 9696 6 0.1273 Chunked_Uncladed
G002316595 9696 1 0.1268 Chunked_Uncladed
G002320935 9696 1 0.1268 Chunked_Uncladed
G002331325 9696 5 0.1272 Chunked_Uncladed
G002333205 9696 2 0.1269 Chunked_Uncladed
G002336855 9696 0 0.1267 Chunked_Uncladed
G002351535 9696 3 0.127 Chunked_Uncladed
G002353485 9696 1 0.1268 Chunked_Uncladed
G002354335 9696 2 0.1269 Chunked_Uncladed
G002358895 9696 3 0.127 Chunked_Uncladed
G002362175 9696 8 0.1275 Chunked_Uncladed
G002363695 9696 1 0.1268 Chunked_Uncladed
G002365025 9696 0 0.1267 Chunked_Uncladed
G002365865 9696 0 0.1267 Chunked_Uncladed
G002367105 9696 0 0.1267 Chunked_Uncladed
G002368715 9696 1 0.1268 Chunked_Uncladed
G002368735 9696 7 0.1274 Chunked_Uncladed
G002370555 9696 0 0.1267 Chunked_Uncladed
G002371375 9696 0 0.1267 Chunked_Uncladed
G002372175 9696 7 0.1274 Chunked_Uncladed
G002372235 9696 1 0.1268 Chunked_Uncladed
G002373045 9696 2 0.1269 Chunked_Uncladed
G002373775 9696 1 0.1268 Chunked_Uncladed
G002382495 9696 2 0.1269 Chunked_Uncladed
G002383405 9696 1 0.1268 Chunked_Uncladed
G002387895 9696 0 0.1267 Chunked_Uncladed
G002391065 9696 7 0.1274 Chunked_Uncladed
G002393705 9696 1 0.1268 Chunked_Uncladed
G002393725 9696 0 0.1267 Chunked_Uncladed
G002393815 9696 7 0.1274 Chunked_Uncladed
G002394605 9696 0 0.1267 Chunked_Uncladed
G002395405 9696 4 0.1271 Chunked_Uncladed
G002397275 9696 3 0.127 Chunked_Uncladed
G002399615 9696 3 0.127 Chunked_Uncladed
G002399805 9696 0 0.1267 Chunked_Uncladed
G002402575 9696 0 0.1267 Chunked_Uncladed
G002407785 9696 5 0.1272 Chunked_Uncladed
G002407845 9696 10 0.1277 Chunked_Uncladed
G002409995 9696 7 0.1274 Chunked_Uncladed
G002410825 9696 2 0.1269 Chunked_Uncladed
G002414845 9696 1 0.1268 Chunked_Uncladed
G002417895 9696 1 0.1268 Chunked_Uncladed
G002418355 9696 0 0.1267 Chunked_Uncladed
G002419145 9696 10 0.1277 Chunked_Uncladed
G002419365 9696 10 0.1277 Chunked_Uncladed
G002420705 9696 2 0.1269 Chunked_Uncladed
G002421335 9696 0 0.1267 Chunked_Uncladed
G002423705 9696 1 0.1268 Chunked_Uncladed
G002427745 9696 3 0.127 Chunked_Uncladed
G002427885 9696 5 0.1272 Chunked_Uncladed
G002428305 9696 1 0.1268 Chunked_Uncladed
G002432345 9696 0 0.1267 Chunked_Uncladed
G002434245 9696 0 0.1267 Chunked_Uncladed
G002434285 9696 1 0.1268 Chunked_Uncladed
G002437115 9696 2 0.1269 Chunked_Uncladed
G002437815 9696 0 0.1267 Chunked_Uncladed
G002438345 9696 0 0.1267 Chunked_Uncladed
G002439165 9696 0 0.1267 Chunked_Uncladed
G002439665 9696 7 0.1274 Chunked_Uncladed
G002439705 9696 3 0.127 Chunked_Uncladed
G002440555 9696 0 0.1267 Chunked_Uncladed
G002448495 9696 0 0.1267 Chunked_Uncladed
G002449585 9696 20 0.1287 Chunked_Uncladed
G002449845 9696 3 0.127 Chunked_Uncladed
G002449935 9696 6 0.1273 Chunked_Uncladed
G002455205 9696 1 0.1268 Chunked_Uncladed
G002455655 9696 1 0.1268 Chunked_Uncladed
G002455915 9696 3 0.127 Chunked_Uncladed
G002455975 9696 0 0.1267 Chunked_Uncladed
G002456035 9696 4 0.1271 Chunked_Uncladed
G002471185 9696 5 0.1272 Chunked_Uncladed
G002471195 9696 5 0.1272 Chunked_Uncladed
G002472835 9696 2 0.1269 Chunked_Uncladed
G002473265 9696 0 0.1267 Chunked_Uncladed
G002476975 9696 0 0.1267 Chunked_Uncladed
G002482385 9696 0 0.1267 Chunked_Uncladed
G002483315 9696 0 0.1267 Chunked_Uncladed
G002493395 9696 1 0.1268 Chunked_Uncladed
G002494895 9696 1 0.1268 Chunked_Uncladed
G002495065 9696 4 0.1271 Chunked_Uncladed
G002495845 9696 1 0.1268 Chunked_Uncladed
G002496065 9696 1 0.1268 Chunked_Uncladed
G002496475 9696 2 0.1269 Chunked_Uncladed
G002497345 9696 0 0.1267 Chunked_Uncladed
G002497485 9696 1 0.1268 Chunked_Uncladed
G002498065 9696 1 0.1268 Chunked_Uncladed
G002498285 9696 1 0.1268 Chunked_Uncladed
G002498315 9696 0 0.1267 Chunked_Uncladed
G002498745 9696 1 0.1268 Chunked_Uncladed
G002499455 9696 1 0.1268 Chunked_Uncladed
G002501655 9696 2 0.1269 Chunked_Uncladed
G002501695 9696 1 0.1268 Chunked_Uncladed
G002501765 9696 0 0.1267 Chunked_Uncladed
G002501965 9696 2 0.1269 Chunked_Uncladed
G002502735 9696 0 0.1267 Chunked_Uncladed
G002502785 9696 1 0.1268 Chunked_Uncladed
G002502855 9696 3 0.127 Chunked_Uncladed
G002503545 9696 1 0.1268 Chunked_Uncladed
G002505485 9696 3 0.127 Chunked_Uncladed
G002505535 9696 0 0.1267 Chunked_Uncladed
G002505725 9696 0 0.1267 Chunked_Uncladed
G002505765 9696 0 0.1267 Chunked_Uncladed
G002506515 9696 0 0.1267 Chunked_Uncladed
G002506585 9696 1 0.1268 Chunked_Uncladed
G002506645 9696 2 0.1269 Chunked_Uncladed
G002507205 9696 1 0.1268 Chunked_Uncladed
G002508315 9696 0 0.1267 Chunked_Uncladed
G002508465 9696 0 0.1267 Chunked_Uncladed
G002508495 9696 1 0.1268 Chunked_Uncladed
G002508545 9696 0 0.1267 Chunked_Uncladed
G002508635 9696 0 0.1267 Chunked_Uncladed
G002509345 9696 4 0.1271 Chunked_Uncladed
G002509485 9696 0 0.1267 Chunked_Uncladed
G002551355 9696 1 0.1268 Chunked_Uncladed
G002631855 9696 3 0.127 Chunked_Uncladed
G002684355 9696 1 0.1268 Chunked_Uncladed
G002702685 9696 3 0.127 Chunked_Uncladed
G002705185 9696 2 0.1269 Chunked_Uncladed
G002712845 9696 8 0.1275 Chunked_Uncladed
G002720745 9696 6 0.1273 Chunked_Uncladed
G002763895 9696 7 0.1274 Chunked_Uncladed
G002784125 9696 1 0.1268 Chunked_Uncladed
G002786355 9696 1 0.1268 Chunked_Uncladed
G002855745 9696 0 0.1267 Chunked_Uncladed
G002902575 9696 2 0.1269 Chunked_Uncladed
G002973635 9696 1 0.1268 Chunked_Uncladed
G003050565 9696 6 0.1273 Chunked_Uncladed
G003086555 9696 3 0.127 Chunked_Uncladed
G003136075 9696 1 0.1268 Chunked_Uncladed
G003141335 9696 3 0.127 Chunked_Uncladed
G003161815 9696 0 0.1267 Chunked_Uncladed
G003241175 9696 13 0.128 Chunked_Uncladed
G003243515 9696 0 0.1267 Chunked_Uncladed
G003248755 9696 1 0.1268 Chunked_Uncladed
G003250325 9696 2 0.1269 Chunked_Uncladed
G003251955 9696 0 0.1267 Chunked_Uncladed
G003266065 9696 3 0.127 Chunked_Uncladed
G003266105 9696 5 0.1272 Chunked_Uncladed
G003266145 9696 3 0.127 Chunked_Uncladed
G003315655 9696 0 0.1267 Chunked_Uncladed
G003315675 9696 0 0.1267 Chunked_Uncladed
G003388715 9696 0 0.1267 Chunked_Uncladed
G003446315 9696 5 0.1272 Chunked_Uncladed
G003488415 9696 1 0.1268 Chunked_Uncladed
G003491305 9696 2 0.1269 Chunked_Uncladed
G003513495 9696 3 0.127 Chunked_Uncladed
G003513765 9696 0 0.1267 Chunked_Uncladed
G003514505 9696 0 0.1267 Chunked_Uncladed
G003521145 9696 0 0.1267 Chunked_Uncladed
G003523705 9696 0 0.1267 Chunked_Uncladed
G003525665 9696 1 0.1268 Chunked_Uncladed
G003526525 9696 0 0.1267 Chunked_Uncladed
G003526945 9696 2 0.1269 Chunked_Uncladed
G003535195 9696 3 0.127 Chunked_Uncladed
G003535875 9696 4 0.1271 Chunked_Uncladed
G003539755 9696 1 0.1268 Chunked_Uncladed
G003551945 9696 0 0.1267 Chunked_Uncladed
G003569145 9696 4 0.1271 Chunked_Uncladed
G003605065 9696 6 0.1273 Chunked_Uncladed
G003639005 9696 4 0.1271 Chunked_Uncladed
G003712105 9696 2 0.1269 Chunked_Uncladed
G003712165 9696 8 0.1275 Chunked_Uncladed
G003857025 9696 7 0.1274 Chunked_Uncladed
G003864475 9696 9 0.1276 Chunked_Uncladed
G004000035 9696 1 0.1268 Chunked_Uncladed
G004143605 9696 3 0.127 Chunked_Uncladed
G004193205 9696 0 0.1267 Chunked_Uncladed
G004210715 9696 0 0.1267 Chunked_Uncladed
G004295885 9696 4 0.1271 Chunked_Uncladed
G004298145 9696 2 0.1269 Chunked_Uncladed
G004554205 9696 6 0.1273 Chunked_Uncladed
G004554955 9696 1 0.1268 Chunked_Uncladed
G004556255 9696 0 0.1267 Chunked_Uncladed
G004556875 9696 0 0.1267 Chunked_Uncladed
G004558485 9696 7 0.1274 Chunked_Uncladed
G004569275 9696 4 0.1271 Chunked_Uncladed
G005524015 9696 0 0.1267 Chunked_Uncladed
G005792865 9696 13 0.128 Chunked_Uncladed
G005843805 9696 0 0.1267 Chunked_Uncladed
G006352045 9696 4 0.1271 Chunked_Uncladed
G006383075 9696 1 0.1268 Chunked_Uncladed
G007116535 9696 8 0.1275 Chunked_Uncladed
G007117355 9696 3 0.127 Chunked_Uncladed
G007119345 9696 1 0.1268 Chunked_Uncladed
G007121575 9696 2 0.1269 Chunked_Uncladed
G007127385 9696 0 0.1267 Chunked_Uncladed
G007280515 9696 6 0.1273 Chunked_Uncladed
G007692455 9696 0 0.1267 Chunked_Uncladed
G007692495 9696 10 0.1277 Chunked_Uncladed
G007692565 9696 1 0.1268 Chunked_Uncladed
G007692705 9696 0 0.1267 Chunked_Uncladed
G007693335 9696 2 0.1269 Chunked_Uncladed
G008123405 9696 1 0.1268 Chunked_Uncladed
G008501705 9696 1 0.1268 Chunked_Uncladed
G008671995 9696 1 0.1268 Chunked_Uncladed
G008709555 9696 0 0.1267 Chunked_Uncladed
G009377475 9696 2 0.1269 Chunked_Uncladed
G009379765 9696 3 0.127 Chunked_Uncladed
G009379865 9696 0 0.1267 Chunked_Uncladed
G009663185 9696 3 0.127 Chunked_Uncladed
G009691145 9696 2 0.1269 Chunked_Uncladed
G009738435 9696 2 0.1269 Chunked_Uncladed
G009774895 9696 0 0.1267 Chunked_Uncladed
G009775605 9696 2 0.1269 Chunked_Uncladed
G009776495 9696 1 0.1268 Chunked_Uncladed
G009777005 9696 1 0.1268 Chunked_Uncladed
G009780245 9696 6 0.1273 Chunked_Uncladed
G009781075 9696 4 0.1271 Chunked_Uncladed
G009784005 9696 21 0.1288 Chunked_Uncladed
G009784145 9696 0 0.1267 Chunked_Uncladed
G009903905 9696 1 0.1268 Chunked_Uncladed
G009904025 9696 1 0.1268 Chunked_Uncladed
G009936195 9696 0 0.1267 Chunked_Uncladed
G010365115 9696 5 0.1272 Chunked_Uncladed
G010912745 9696 0 0.1267 Chunked_Uncladed
G011048475 9696 1 0.1268 Chunked_Uncladed
G011056635 9696 0 0.1267 Chunked_Uncladed
G011174705 9696 4 0.1271 Chunked_Uncladed
G011390805 9696 1 0.1268 Chunked_Uncladed
G011390885 9696 3 0.127 Chunked_Uncladed
G011390935 9696 1 0.1268 Chunked_Uncladed
G011391755 9696 2 0.1269 Chunked_Uncladed
G011524525 9696 4 0.1271 Chunked_Uncladed
G011524565 9696 0 0.1267 Chunked_Uncladed
G011620585 9696 1 0.1268 Chunked_Uncladed
G011620665 9696 5 0.1272 Chunked_Uncladed
G011620695 9696 2 0.1269 Chunked_Uncladed
G011620785 9696 1 0.1268 Chunked_Uncladed
G012026795 9696 0 0.1267 Chunked_Uncladed
G012026835 9696 0 0.1267 Chunked_Uncladed
G012026935 9696 5 0.1272 Chunked_Uncladed
G012269805 9696 8 0.1275 Chunked_Uncladed
G012511175 9696 8 0.1275 Chunked_Uncladed
G012512495 9696 15 0.1282 Chunked_Uncladed
G012515855 9696 1 0.1268 Chunked_Uncladed
G012517405 9696 14 0.1281 Chunked_Uncladed
G012518255 9696 8 0.1275 Chunked_Uncladed
G012518815 9696 7 0.1274 Chunked_Uncladed
G012520595 9696 8 0.1275 Chunked_Uncladed
G012521175 9696 9 0.1276 Chunked_Uncladed
G012521395 9696 6 0.1273 Chunked_Uncladed
G012522315 9696 1 0.1268 Chunked_Uncladed
G012523595 9696 3 0.127 Chunked_Uncladed
G012524135 9696 6 0.1273 Chunked_Uncladed
G012718885 9696 1 0.1268 Chunked_Uncladed
G012719175 9696 0 0.1267 Chunked_Uncladed
G012727825 9696 5 0.1272 Chunked_Uncladed
G012728895 9696 4 0.1271 Chunked_Uncladed
G012729135 9696 2 0.1269 Chunked_Uncladed
G012735355 9696 1 0.1268 Chunked_Uncladed
G012799495 9696 4 0.1271 Chunked_Uncladed
G012837155 9696 1 0.1268 Chunked_Uncladed
G012838205 9696 0 0.1267 Chunked_Uncladed
G012838755 9696 4 0.1271 Chunked_Uncladed
G012838985 9696 0 0.1267 Chunked_Uncladed
G012839395 9696 4 0.1271 Chunked_Uncladed
G012840175 9696 0 0.1267 Chunked_Uncladed
G012840975 9696 1 0.1268 Chunked_Uncladed
G012842745 9696 1 0.1268 Chunked_Uncladed
G012955525 9696 0 0.1267 Chunked_Uncladed
G012961725 9696 4 0.1271 Chunked_Uncladed
G012964435 9696 1 0.1268 Chunked_Uncladed
G013002175 9696 3 0.127 Chunked_Uncladed
G013041805 9696 3 0.127 Chunked_Uncladed
G013042925 9696 2 0.1269 Chunked_Uncladed
G013330315 9696 1 0.1268 Chunked_Uncladed
G013331015 9696 0 0.1267 Chunked_Uncladed
G013331265 9696 0 0.1267 Chunked_Uncladed
G013331275 9696 1 0.1268 Chunked_Uncladed
G900016675 9696 6 0.1273 Chunked_Uncladed
G900066445 9696 5 0.1272 Chunked_Uncladed
G900066505 9696 1 0.1268 Chunked_Uncladed
G900066695 9696 0 0.1267 Chunked_Uncladed
G900066755 9696 5 0.1272 Chunked_Uncladed
G900066835 9696 1 0.1268 Chunked_Uncladed
G900066925 9696 1 0.1268 Chunked_Uncladed
G900078385 9696 1 0.1268 Chunked_Uncladed
G900079725 9696 0 0.1267 Chunked_Uncladed
G900170005 9696 0 0.1267 Chunked_Uncladed
G900538365 9696 1 0.1268 Chunked_Uncladed
G900538385 9696 0 0.1267 Chunked_Uncladed
G900538475 9696 6 0.1273 Chunked_Uncladed
G900538805 9696 0 0.1267 Chunked_Uncladed
G900538925 9696 1 0.1268 Chunked_Uncladed
G900539295 9696 0 0.1267 Chunked_Uncladed
G900539315 9696 0 0.1267 Chunked_Uncladed
G900539325 9696 5 0.1272 Chunked_Uncladed
G900539375 9696 3 0.127 Chunked_Uncladed
G900539525 9696 4 0.1271 Chunked_Uncladed
G900539705 9696 0 0.1267 Chunked_Uncladed
G900539755 9696 9 0.1276 Chunked_Uncladed
G900539835 9696 5 0.1272 Chunked_Uncladed
G900539945 9696 1 0.1268 Chunked_Uncladed
G900540005 9696 4 0.1271 Chunked_Uncladed
G900540375 9696 0 0.1267 Chunked_Uncladed
G900540455 9696 1 0.1268 Chunked_Uncladed
G900540665 9696 0 0.1267 Chunked_Uncladed
G900540685 9696 1 0.1268 Chunked_Uncladed
G900540735 9696 3 0.127 Chunked_Uncladed
G900541275 9696 0 0.1267 Chunked_Uncladed
G900541415 9696 0 0.1267 Chunked_Uncladed
G900541585 9696 1 0.1268 Chunked_Uncladed
G900541775 9696 5 0.1272 Chunked_Uncladed
G900541895 9696 1 0.1268 Chunked_Uncladed
G900541915 9696 2 0.1269 Chunked_Uncladed
G900542505 9696 3 0.127 Chunked_Uncladed
G900542525 9696 0 0.1267 Chunked_Uncladed
G900542795 9696 5 0.1272 Chunked_Uncladed
G900542835 9696 3 0.127 Chunked_Uncladed
G900542875 9696 1 0.1268 Chunked_Uncladed
G900543155 9696 5 0.1272 Chunked_Uncladed
G900543315 9696 4 0.1271 Chunked_Uncladed
G900543365 9696 2 0.1269 Chunked_Uncladed
G900543425 9696 0 0.1267 Chunked_Uncladed
G900543445 9696 8 0.1275 Chunked_Uncladed
G900543485 9696 1 0.1268 Chunked_Uncladed
G900543715 9696 8 0.1275 Chunked_Uncladed
G900544025 9696 0 0.1267 Chunked_Uncladed
G900544075 9696 5 0.1272 Chunked_Uncladed
G900544175 9696 1 0.1268 Chunked_Uncladed
G900544195 9696 0 0.1267 Chunked_Uncladed
G900544275 9696 2 0.1269 Chunked_Uncladed
G900544285 9696 1 0.1268 Chunked_Uncladed
G900544365 9696 0 0.1267 Chunked_Uncladed
G900544475 9696 3 0.127 Chunked_Uncladed
G900544795 9696 3 0.127 Chunked_Uncladed
G900544885 9696 4 0.1271 Chunked_Uncladed
G900544955 9696 6 0.1273 Chunked_Uncladed
G900545025 9696 2 0.1269 Chunked_Uncladed
G900545315 9696 4 0.1271 Chunked_Uncladed
G900545365 9696 3 0.127 Chunked_Uncladed
G900545535 9696 0 0.1267 Chunked_Uncladed
G900545725 9696 1 0.1268 Chunked_Uncladed
G900545775 9696 13 0.128 Chunked_Uncladed
G900546005 9696 2 0.1269 Chunked_Uncladed
G900546095 9696 4 0.1271 Chunked_Uncladed
G900546355 9696 0 0.1267 Chunked_Uncladed
G900546435 9696 2 0.1269 Chunked_Uncladed
G900546665 9696 6 0.1273 Chunked_Uncladed
G900546675 9696 0 0.1267 Chunked_Uncladed
G900547815 9696 0 0.1267 Chunked_Uncladed
G900548215 9696 1 0.1268 Chunked_Uncladed
G900548315 9696 1 0.1268 Chunked_Uncladed
